firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber,carrier
name1040,lastname1040,Female,December,6,1997,BS Management Engineering,0918 631 5507,Smart
name1041,lastname1041,Female,February,12,1998,BS Communications Technology Management,0917 803 3974,Globe
name1042,lastname1042,Male,December,24,1997,BS Legal Management,0918 821 6331,Smart
name1043,lastname1043,Female,March,13,1999,BS Communications Technology Management,0927 760 2707,Globe
name1044,lastname1044,Male,July,2,1997,BS IT Entrepreneurship,0918 349 9660,Smart
name1045,lastname1045,Male,May,21,1997,BS Communications Technology Management,0927 713 5773,Globe
name1046,lastname1046,Female,May,22,2001,BS Management,0917 214 4255,Globe
name1047,lastname1047,Male,May,25,1998,BS Legal Management,0918 340 3323,Smart
name1048,lastname1048,Male,March,25,1998,BS Management Engineering,0927 397 4986,Globe
name1049,lastname1049,Female,February,1,1997,BS Management Engineering,0917 668 9753,Globe
name1050,lastname1050,Male,July,28,1998,BS IT Entrepreneurship,0917 467 6080,Globe
name1051,lastname1051,Female,June,9,2001,BS Management Engineering,0927 371 2566,Globe
name1052,lastname1052,Female,April,6,1997,BS Legal Management,0917 227 5205,Globe
name1053,lastname1053,Male,April,9,2000,BS IT Entrepreneurship,0917 105 9613,Globe
name1054,lastname1054,Male,November,7,1998,BS Management Engineering,0918 339 7033,Smart
name1055,lastname1055,Female,August,23,1999,BS Communications Technology Management,0918 959 8550,Smart
name1056,lastname1056,Female,April,6,1999,BS IT Entrepreneurship,0918 354 7812,Smart
name1057,lastname1057,Male,February,28,2001,BS Management Engineering,0918 514 4755,Smart
name1058,lastname1058,Female,November,12,2001,BS Legal Management,0927 197 8951,Globe
name1059,lastname1059,Male,April,11,1998,BS IT Entrepreneurship,0918 680 4779,Smart
name1060,lastname1060,Male,July,1,2000,BS Communications Technology Management,0918 645 6025,Smart
name1061,lastname1061,Female,May,24,1997,BS Communications Technology Management,0917 371 3839,Globe
name1062,lastname1062,Male,July,19,1998,BS Management Engineering,0927 361 7293,Globe
name1063,lastname1063,Female,January,13,1997,BS IT Entrepreneurship,0918 182 1959,Smart
name1064,lastname1064,Male,March,7,2000,BS Communications Technology Management,0917 818 4976,Globe
name1065,lastname1065,Male,April,8,1999,BS Management,0918 247 3215,Smart
name1066,lastname1066,Male,January,28,1997,BS Management Engineering,0927 344 3571,Globe
name1067,lastname1067,Female,October,3,1999,BS Legal Management,0917 557 5859,Globe
name1068,lastname1068,Female,July,4,1997,BS Communications Technology Management,0918 705 3092,Smart
name1069,lastname1069,Female,May,23,1999,BS IT Entrepreneurship,0918 350 6711,Smart
name1070,lastname1070,Female,February,18,1999,BS IT Entrepreneurship,0918 569 7640,Smart
name1071,lastname1071,Female,January,14,1999,BS Communications Technology Management,0918 474 5680,Smart
name1072,lastname1072,Female,August,13,1999,BS Communications Technology Management,0918 441 2380,Smart
name1073,lastname1073,Male,October,1,1997,BS IT Entrepreneurship,0917 333 9074,Globe
name1074,lastname1074,Male,February,26,1998,BS Management,0927 231 5102,Globe
name1075,lastname1075,Male,August,22,2000,BS Communications Technology Management,0918 772 9445,Smart
name1076,lastname1076,Female,June,19,1998,BS IT Entrepreneurship,0927 767 7062,Globe
name1077,lastname1077,Male,August,1,1997,BS Communications Technology Management,0917 222 4027,Globe
name1078,lastname1078,Male,August,18,1998,BS Management,0917 372 6091,Globe
name1079,lastname1079,Female,October,7,1999,BS Management Engineering,0918 598 8688,Smart
name1080,lastname1080,Male,November,17,2000,BS Management Engineering,0927 500 8664,Globe
name1081,lastname1081,Male,December,5,1999,BS Management Engineering,0927 904 3251,Globe
name1082,lastname1082,Female,January,28,2000,BS Management Engineering,0918 853 8895,Smart
name1083,lastname1083,Female,December,15,1998,BS IT Entrepreneurship,0918 867 4047,Smart
name1084,lastname1084,Female,February,27,1999,BS Management,0927 780 5516,Globe
name1085,lastname1085,Male,June,28,2001,BS Communications Technology Management,0917 739 8316,Globe
name1086,lastname1086,Male,April,28,1997,BS Management,0917 257 8186,Globe
name1087,lastname1087,Female,March,28,1998,BS Management Engineering,0927 692 7290,Globe
name1088,lastname1088,Female,September,5,1999,BS IT Entrepreneurship,0927 304 1355,Globe
name1089,lastname1089,Male,April,25,1999,BS Communications Technology Management,0918 955 8221,Smart
name1090,lastname1090,Female,July,27,2000,BS Communications Technology Management,0918 613 2252,Smart
name1091,lastname1091,Female,February,24,1999,BS Management,0927 740 8593,Globe
name1092,lastname1092,Male,February,17,2000,BS Management Engineering,0927 658 1569,Globe
name1093,lastname1093,Male,May,23,1997,BS Management Engineering,0927 325 6671,Globe
name1094,lastname1094,Male,June,25,2000,BS Management Engineering,0917 857 8412,Globe
name1095,lastname1095,Female,January,26,1997,BS IT Entrepreneurship,0917 343 3386,Globe
name1096,lastname1096,Male,July,21,2001,BS IT Entrepreneurship,0927 862 4541,Globe
name1097,lastname1097,Male,July,2,2000,BS IT Entrepreneurship,0918 645 9539,Smart
name1098,lastname1098,Female,January,15,1999,BS Management Engineering,0927 381 8143,Globe
name1099,lastname1099,Male,March,22,2001,BS Management,0918 242 4918,Smart
name1100,lastname1100,Male,November,19,1997,BS Legal Management,0918 352 6064,Smart
name1101,lastname1101,Male,April,5,2000,BS IT Entrepreneurship,0917 225 6387,Globe
name1102,lastname1102,Male,May,14,1999,BS Legal Management,0927 357 9725,Globe
name1103,lastname1103,Male,June,4,2001,BS Management Engineering,0917 811 5416,Globe
name1104,lastname1104,Male,December,12,1999,BS Communications Technology Management,0927 155 2357,Globe
name1105,lastname1105,Female,March,23,1999,BS Management Engineering,0927 659 7601,Globe
name1106,lastname1106,Male,October,26,1998,BS Legal Management,0917 579 9310,Globe
name1107,lastname1107,Male,December,14,2000,BS Management,0918 899 5954,Smart
name1108,lastname1108,Male,April,21,1997,BS IT Entrepreneurship,0918 597 2109,Smart
name1109,lastname1109,Female,August,18,1997,BS Management,0927 331 2469,Globe
name1110,lastname1110,Male,November,23,1997,BS Communications Technology Management,0927 857 4325,Globe
name1111,lastname1111,Male,March,17,2001,BS Communications Technology Management,0917 745 6591,Globe
name1112,lastname1112,Female,February,25,1998,BS Legal Management,0927 820 4602,Globe
name1113,lastname1113,Female,June,8,1997,BS IT Entrepreneurship,0917 541 3617,Globe
name1114,lastname1114,Male,June,16,1998,BS IT Entrepreneurship,0917 561 4702,Globe
name1115,lastname1115,Female,February,25,1997,BS Management Engineering,0917 103 4403,Globe
name1116,lastname1116,Male,January,4,1999,BS Management,0917 472 8417,Globe
name1117,lastname1117,Male,April,25,2001,BS IT Entrepreneurship,0918 962 8354,Smart
name1118,lastname1118,Male,July,23,1998,BS Management,0927 780 4566,Globe
name1119,lastname1119,Male,July,17,2001,BS IT Entrepreneurship,0918 530 9778,Smart
name1120,lastname1120,Male,March,10,1999,BS Management,0918 501 4512,Smart
name1121,lastname1121,Male,December,17,1998,BS Legal Management,0918 439 4303,Smart
name1122,lastname1122,Male,January,3,1998,BS Legal Management,0917 310 8397,Globe
name1123,lastname1123,Male,September,2,2001,BS Legal Management,0917 686 3457,Globe
name1124,lastname1124,Male,January,1,1998,BS Management Engineering,0927 995 2764,Globe
name1125,lastname1125,Female,June,20,1999,BS IT Entrepreneurship,0927 325 1153,Globe
name1126,lastname1126,Male,May,2,1998,BS Management,0927 383 7195,Globe
name1127,lastname1127,Male,July,28,1999,BS IT Entrepreneurship,0917 859 6198,Globe
name1128,lastname1128,Female,February,16,2001,BS Communications Technology Management,0918 633 9731,Smart
name1129,lastname1129,Female,January,17,1998,BS IT Entrepreneurship,0917 588 9566,Globe
name1130,lastname1130,Male,November,14,1997,BS Legal Management,0927 777 3805,Globe
name1131,lastname1131,Male,December,6,1998,BS Legal Management,0918 822 3585,Smart
name1132,lastname1132,Male,June,12,1997,BS Legal Management,0918 260 7816,Smart
name1133,lastname1133,Female,May,26,1998,BS Communications Technology Management,0917 367 2891,Globe
name1134,lastname1134,Female,June,26,1998,BS Management,0927 393 9901,Globe
name1135,lastname1135,Female,October,23,2000,BS IT Entrepreneurship,0917 431 3651,Globe
name1136,lastname1136,Male,August,12,1998,BS IT Entrepreneurship,0927 404 6189,Globe
name1137,lastname1137,Male,March,2,2001,BS IT Entrepreneurship,0917 421 6329,Globe
name1138,lastname1138,Male,January,27,1998,BS Legal Management,0918 661 3666,Smart
name1139,lastname1139,Male,March,7,1999,BS IT Entrepreneurship,0917 268 1923,Globe
name1140,lastname1140,Male,July,10,1997,BS Communications Technology Management,0918 825 7903,Smart
name1141,lastname1141,Male,August,8,1997,BS Management Engineering,0927 925 8074,Globe
name1142,lastname1142,Male,January,13,1998,BS IT Entrepreneurship,0918 887 3826,Smart
name1143,lastname1143,Male,January,22,2001,BS Management,0917 198 1630,Globe
name1144,lastname1144,Male,March,5,1997,BS Communications Technology Management,0918 598 8378,Smart
name1145,lastname1145,Female,March,26,2001,BS Management Engineering,0918 531 4245,Smart
name1146,lastname1146,Male,January,3,1999,BS Management Engineering,0927 213 3415,Globe
name1147,lastname1147,Male,December,18,1998,BS Communications Technology Management,0927 304 9604,Globe
name1148,lastname1148,Male,May,23,1999,BS Management,0917 374 3789,Globe
name1149,lastname1149,Female,August,9,1997,BS Legal Management,0927 265 2172,Globe
name1150,lastname1150,Male,February,22,1998,BS Management,0918 116 3123,Smart
name1151,lastname1151,Female,May,13,1999,BS IT Entrepreneurship,0917 443 9793,Globe
name1152,lastname1152,Male,September,22,1998,BS Management Engineering,0927 263 7472,Globe
name1153,lastname1153,Female,May,2,1997,BS Management Engineering,0917 728 8061,Globe
name1154,lastname1154,Female,April,13,1999,BS Management,0918 731 7945,Smart
name1155,lastname1155,Female,September,10,1997,BS Communications Technology Management,0917 480 8509,Globe
name1156,lastname1156,Female,March,17,1998,BS IT Entrepreneurship,0917 616 9950,Globe
name1157,lastname1157,Female,April,12,2000,BS IT Entrepreneurship,0918 234 5209,Smart
name1158,lastname1158,Male,June,14,2001,BS IT Entrepreneurship,0918 389 5381,Smart
name1159,lastname1159,Male,December,13,1999,BS Legal Management,0917 711 1400,Globe
name1160,lastname1160,Male,March,6,1998,BS IT Entrepreneurship,0917 131 9290,Globe
name1161,lastname1161,Female,June,21,2001,BS Communications Technology Management,0927 843 1852,Globe
name1162,lastname1162,Female,July,25,1997,BS IT Entrepreneurship,0927 187 3418,Globe
name1163,lastname1163,Female,December,6,1999,BS Communications Technology Management,0917 922 3662,Globe
name1164,lastname1164,Male,February,23,1997,BS Communications Technology Management,0927 181 1014,Globe
name1165,lastname1165,Female,January,12,1998,BS Management,0918 306 6443,Smart
name1166,lastname1166,Male,November,16,2001,BS Management,0917 857 5459,Globe
name1167,lastname1167,Male,January,6,1999,BS Management Engineering,0917 480 9480,Globe
name1168,lastname1168,Male,August,10,1998,BS IT Entrepreneurship,0918 965 1161,Smart
name1169,lastname1169,Female,May,26,1998,BS Management Engineering,0927 371 1482,Globe
name1170,lastname1170,Male,August,22,1999,BS IT Entrepreneurship,0917 899 7261,Globe
name1171,lastname1171,Male,August,21,1999,BS Management Engineering,0917 880 9465,Globe
name1172,lastname1172,Female,December,24,2001,BS IT Entrepreneurship,0927 495 8365,Globe
name1173,lastname1173,Male,July,6,1997,BS Legal Management,0927 251 2618,Globe
name1174,lastname1174,Male,April,28,1997,BS Management,0927 929 9497,Globe
name1175,lastname1175,Male,March,26,1998,BS Management,0918 969 6633,Smart
name1176,lastname1176,Male,March,10,1997,BS Management Engineering,0927 870 1377,Globe
name1177,lastname1177,Female,October,5,1999,BS Legal Management,0917 229 7640,Globe
name1178,lastname1178,Male,January,17,1999,BS Legal Management,0927 272 9809,Globe
name1179,lastname1179,Female,September,6,1998,BS Management,0917 605 9226,Globe
name1180,lastname1180,Female,December,27,1998,BS Management Engineering,0918 301 4221,Smart
name1181,lastname1181,Male,June,11,1998,BS Legal Management,0917 107 1646,Globe
name1182,lastname1182,Female,April,22,1997,BS Legal Management,0927 882 1975,Globe
name1183,lastname1183,Female,October,13,2001,BS Management,0917 452 8402,Globe
name1184,lastname1184,Male,August,6,1998,BS Management,0917 376 6822,Globe
name1185,lastname1185,Female,August,14,2000,BS Legal Management,0918 381 3967,Smart
name1186,lastname1186,Male,May,26,1997,BS Legal Management,0927 232 1448,Globe
name1187,lastname1187,Male,September,23,1999,BS Management,0927 969 6019,Globe
name1188,lastname1188,Male,July,6,1997,BS Legal Management,0917 115 1871,Globe
name1189,lastname1189,Male,March,27,1997,BS Management,0917 647 9836,Globe
name1190,lastname1190,Male,April,18,1999,BS Management,0927 689 6829,Globe
name1191,lastname1191,Female,October,22,1997,BS Management,0927 497 9934,Globe
name1192,lastname1192,Female,June,23,1998,BS Management Engineering,0918 783 7500,Smart
name1193,lastname1193,Male,August,8,2000,BS IT Entrepreneurship,0927 276 6116,Globe
name1194,lastname1194,Female,June,11,1999,BS Legal Management,0917 678 7819,Globe
name1195,lastname1195,Male,October,24,1997,BS IT Entrepreneurship,0918 989 3177,Smart
name1196,lastname1196,Female,October,5,1999,BS Legal Management,0918 993 8803,Smart
name1197,lastname1197,Female,December,15,1998,BS IT Entrepreneurship,0918 317 1448,Smart
name1198,lastname1198,Female,September,8,1999,BS Legal Management,0918 499 4910,Smart
name1199,lastname1199,Male,February,15,2001,BS Management Engineering,0917 827 2415,Globe
name1200,lastname1200,Female,May,6,1997,BS Management,0927 604 6296,Globe
name1201,lastname1201,Female,December,26,1998,BS Communications Technology Management,0917 265 2898,Globe
name1202,lastname1202,Male,December,25,1997,BS Management,0918 862 4131,Smart
name1203,lastname1203,Male,March,15,1998,BS IT Entrepreneurship,0918 780 9938,Smart
name1204,lastname1204,Female,June,23,1997,BS Communications Technology Management,0927 738 1390,Globe
name1205,lastname1205,Female,February,4,1998,BS Management Engineering,0918 149 2057,Smart
name1206,lastname1206,Male,December,6,1997,BS IT Entrepreneurship,0917 503 5133,Globe
name1207,lastname1207,Female,July,13,1997,BS Communications Technology Management,0917 190 2065,Globe
