firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name1183,lastname1183,October,13,2001,BS Management,0917 452 8402
name1184,lastname1184,August,6,1998,BS Management,0917 376 6822
name1185,lastname1185,August,14,2000,BS Legal Management,0918 381 3967
name1186,lastname1186,May,26,1997,BS Legal Management,0927 232 1448
name1187,lastname1187,September,23,1999,BS Management,0927 969 6019
name1188,lastname1188,July,6,1997,BS Legal Management,0917 115 1871
name1189,lastname1189,March,27,1997,BS Management,0917 647 9836
name1190,lastname1190,April,18,1999,BS Management,0927 689 6829
name1191,lastname1191,October,22,1997,BS Management,0927 497 9934
name1192,lastname1192,June,23,1998,BS Management Engineering,0918 783 7500
name1193,lastname1193,August,8,2000,BS IT Entrepreneurship,0927 276 6116
name1194,lastname1194,June,11,1999,BS Legal Management,0917 678 7819
name1195,lastname1195,October,24,1997,BS IT Entrepreneurship,0918 989 3177
name1196,lastname1196,October,5,1999,BS Legal Management,0918 993 8803
name1197,lastname1197,December,15,1998,BS IT Entrepreneurship,0918 317 1448
name1198,lastname1198,September,8,1999,BS Legal Management,0918 499 4910
name1199,lastname1199,February,15,2001,BS Management Engineering,0917 827 2415
name1200,lastname1200,May,6,1997,BS Management,0927 604 6296
name1201,lastname1201,December,26,1998,BS Communications Technology Management,0917 265 2898
name1202,lastname1202,December,25,1997,BS Management,0918 862 4131
name1203,lastname1203,March,15,1998,BS IT Entrepreneurship,0918 780 9938
name1204,lastname1204,June,23,1997,BS Communications Technology Management,0927 738 1390
name1205,lastname1205,February,4,1998,BS Management Engineering,0918 149 2057
name1206,lastname1206,December,6,1997,BS IT Entrepreneurship,0917 503 5133
name1207,lastname1207,July,13,1997,BS Communications Technology Management,0917 190 2065
name1208,lastname1208,June,12,1997,BS Communications Technology Management,0918 627 3137
name1209,lastname1209,July,12,2001,BS IT Entrepreneurship,0917 954 5974
name1210,lastname1210,June,8,1997,BS Legal Management,0917 339 7016
name1211,lastname1211,November,24,2001,BS Legal Management,0918 289 8614
name1212,lastname1212,October,12,1997,BS Legal Management,0927 455 8949
name1213,lastname1213,April,22,1998,BS Management,0927 329 9292
name1214,lastname1214,April,25,2000,BS Legal Management,0927 468 3889
name1215,lastname1215,September,17,1998,BS Management,0917 874 9307
name1216,lastname1216,August,2,1999,BS Management,0918 223 5560
name1217,lastname1217,May,22,1997,BS Management Engineering,0927 734 2885
name1218,lastname1218,June,1,1997,BS Legal Management,0927 705 6125
name1219,lastname1219,October,6,1999,BS Legal Management,0918 746 1860
name1220,lastname1220,September,14,1998,BS IT Entrepreneurship,0917 463 1439
name1221,lastname1221,February,23,1999,BS IT Entrepreneurship,0917 737 1239
name1222,lastname1222,January,6,1998,BS Management Engineering,0918 811 7711
name1223,lastname1223,January,3,1998,BS Management Engineering,0918 718 2657
name1224,lastname1224,December,10,1998,BS Management,0927 344 7671
name1225,lastname1225,May,13,1999,BS Legal Management,0918 810 3975
name1226,lastname1226,June,1,1998,BS Management Engineering,0918 151 7087
name1227,lastname1227,June,4,1997,BS Management Engineering,0918 779 5698
name1228,lastname1228,March,27,1999,BS Management,0918 326 6859
name1229,lastname1229,December,16,1999,BS IT Entrepreneurship,0918 377 9443
name1230,lastname1230,June,11,1998,BS Communications Technology Management,0917 396 7625
name1231,lastname1231,July,20,1998,BS Management Engineering,0918 666 9767
name1232,lastname1232,December,1,2001,BS IT Entrepreneurship,0918 920 9381
name1233,lastname1233,September,10,1997,BS Legal Management,0917 979 3903
name1234,lastname1234,October,14,1999,BS Management Engineering,0918 680 8844
name1235,lastname1235,December,12,1999,BS Legal Management,0917 697 3635
name1236,lastname1236,January,14,2001,BS IT Entrepreneurship,0918 689 1546
name1237,lastname1237,September,22,1997,BS Management Engineering,0917 172 2053
name1238,lastname1238,June,15,1999,BS Management Engineering,0918 134 1905
name1239,lastname1239,October,24,1999,BS Legal Management,0917 984 6519
name1240,lastname1240,August,18,2000,BS Management,0927 997 5569
name1241,lastname1241,December,2,1997,BS Management Engineering,0917 296 6356
name1242,lastname1242,September,27,1998,BS Management Engineering,0918 862 6792
name1243,lastname1243,March,12,1997,BS IT Entrepreneurship,0917 745 3019
name1244,lastname1244,September,18,2000,BS Legal Management,0927 254 5069
name1245,lastname1245,October,14,1998,BS Communications Technology Management,0927 874 7695
name1246,lastname1246,December,3,2000,BS Legal Management,0917 386 3414
name1247,lastname1247,March,14,1999,BS Legal Management,0927 830 7116
name1248,lastname1248,January,11,1999,BS Legal Management,0927 928 3771
name1249,lastname1249,January,22,1999,BS Communications Technology Management,0918 214 1742
name1250,lastname1250,June,24,2000,BS Legal Management,0917 527 9027
name1251,lastname1251,March,23,1999,BS Management Engineering,0927 148 3443
name1252,lastname1252,April,16,2001,BS Communications Technology Management,0917 217 3713
name1253,lastname1253,November,11,2001,BS Communications Technology Management,0917 778 7376
name1254,lastname1254,February,23,1998,BS IT Entrepreneurship,0918 236 7531
name1255,lastname1255,March,3,1998,BS Communications Technology Management,0918 827 7726
name1256,lastname1256,May,18,1997,BS Management Engineering,0917 913 7424
name1257,lastname1257,December,13,2000,BS Management Engineering,0917 664 9018
name1258,lastname1258,January,1,2000,BS Legal Management,0927 851 7870
name1259,lastname1259,October,27,2000,BS IT Entrepreneurship,0917 757 9661
name1260,lastname1260,December,27,1998,BS Communications Technology Management,0927 348 5939
name1261,lastname1261,March,20,1999,BS Communications Technology Management,0918 778 1890
name1262,lastname1262,April,15,1999,BS IT Entrepreneurship,0917 764 2428
name1263,lastname1263,May,12,2001,BS IT Entrepreneurship,0927 685 6676
name1264,lastname1264,March,9,1997,BS Management Engineering,0917 229 7860
name1265,lastname1265,November,14,1997,BS Management,0918 581 9606
name1266,lastname1266,September,23,1998,BS Management Engineering,0927 997 4279
name1267,lastname1267,July,15,2001,BS Communications Technology Management,0918 694 7568
name1268,lastname1268,August,9,1997,BS IT Entrepreneurship,0917 664 3619
name1269,lastname1269,August,14,1997,BS IT Entrepreneurship,0917 760 9735
name1270,lastname1270,November,13,1998,BS Management Engineering,0918 652 7245
name1271,lastname1271,February,20,1999,BS IT Entrepreneurship,0927 140 7068
name1272,lastname1272,April,17,1998,BS Communications Technology Management,0927 614 6148
name1273,lastname1273,August,6,1997,BS IT Entrepreneurship,0917 586 4164
name1274,lastname1274,August,13,1997,BS Communications Technology Management,0918 669 5435
name1275,lastname1275,December,24,1999,BS Legal Management,0927 768 8793
name1276,lastname1276,December,23,1999,BS Management Engineering,0927 366 5156
name1277,lastname1277,October,15,1997,BS Management Engineering,0927 244 7457
name1278,lastname1278,April,6,1999,BS IT Entrepreneurship,0917 496 2556
name1279,lastname1279,April,1,1998,BS Management Engineering,0917 391 4262
name1280,lastname1280,July,2,1998,BS IT Entrepreneurship,0927 952 5373
name1281,lastname1281,June,7,1997,BS Communications Technology Management,0927 358 5434
name1282,lastname1282,May,28,2000,BS Legal Management,0927 775 9137
name1283,lastname1283,February,11,1998,BS IT Entrepreneurship,0927 456 7882
name1284,lastname1284,February,21,1998,BS Communications Technology Management,0918 578 5873
name1285,lastname1285,January,16,2001,BS IT Entrepreneurship,0927 604 5625
name1286,lastname1286,December,5,1997,BS Legal Management,0917 343 1678
name1287,lastname1287,November,20,1999,BS Management,0927 671 7058
name1288,lastname1288,July,15,2000,BS IT Entrepreneurship,0917 926 9339
name1289,lastname1289,April,6,1998,BS Management,0918 603 3144
name1290,lastname1290,January,9,1997,BS IT Entrepreneurship,0917 649 9107
name1291,lastname1291,December,25,1998,BS Communications Technology Management,0918 189 2364
name1292,lastname1292,June,17,1999,BS Management,0927 230 7369
name1293,lastname1293,December,24,2000,BS Communications Technology Management,0917 937 4233
name1294,lastname1294,January,21,1997,BS Legal Management,0918 454 4441
name1295,lastname1295,November,4,1997,BS Management,0918 909 9136
name1296,lastname1296,July,17,1998,BS IT Entrepreneurship,0927 520 7341
name1297,lastname1297,November,8,1998,BS Management,0917 984 2112
name1298,lastname1298,November,14,1998,BS Legal Management,0917 297 6698
name1299,lastname1299,February,8,2000,BS Communications Technology Management,0927 361 2358
name1300,lastname1300,February,13,1997,BS IT Entrepreneurship,0918 305 5557
name1301,lastname1301,November,3,2001,BS Management Engineering,0918 649 7146
name1302,lastname1302,June,5,1998,BS Communications Technology Management,0927 367 2582
name1303,lastname1303,April,3,1999,BS Management Engineering,0917 853 8031
name1304,lastname1304,May,20,1999,BS Management Engineering,0917 293 2779
name1305,lastname1305,June,11,1999,BS Management Engineering,0927 157 6141
name1306,lastname1306,February,10,2000,BS Management Engineering,0918 105 3008
name1307,lastname1307,December,7,1998,BS Management,0927 442 9699
name1308,lastname1308,September,24,1997,BS Management Engineering,0927 791 5437
name1309,lastname1309,November,2,1997,BS Legal Management,0917 989 2463
name1310,lastname1310,June,22,1997,BS Legal Management,0918 664 5609
name1311,lastname1311,April,16,1997,BS Management,0927 485 9982
name1312,lastname1312,December,25,1999,BS Legal Management,0917 889 5141
name1313,lastname1313,August,21,1997,BS IT Entrepreneurship,0918 187 9370
name1314,lastname1314,November,15,1999,BS Communications Technology Management,0927 758 7096
name1315,lastname1315,August,5,1997,BS Management Engineering,0927 465 4328
name1316,lastname1316,September,10,1998,BS Management Engineering,0927 261 2847
name1317,lastname1317,April,14,1998,BS Legal Management,0927 832 5579
name1318,lastname1318,May,25,1999,BS Communications Technology Management,0918 321 8721
name1319,lastname1319,October,2,1998,BS Management,0927 789 4964
name1320,lastname1320,December,18,1997,BS Management,0918 445 6057
name1321,lastname1321,December,20,1998,BS Management,0917 298 9407
name1322,lastname1322,June,24,1997,BS Management,0918 790 8368
name1323,lastname1323,September,22,1998,BS Management,0917 773 9435
name1324,lastname1324,March,19,1999,BS Management,0917 745 5874
name1325,lastname1325,September,19,1999,BS Management Engineering,0918 699 1503
name1326,lastname1326,March,15,1999,BS Management Engineering,0917 582 6930
name1327,lastname1327,October,11,2000,BS Management Engineering,0917 286 9237
name1328,lastname1328,February,14,1997,BS Management,0917 659 7266
name1329,lastname1329,June,10,1999,BS Communications Technology Management,0927 106 1545
name1330,lastname1330,December,26,2000,BS Legal Management,0927 903 9064
name1331,lastname1331,November,7,1997,BS Legal Management,0917 385 3998
name1332,lastname1332,April,4,1999,BS Management Engineering,0918 915 1402
name1333,lastname1333,August,27,1998,BS Management,0927 469 4807
name1334,lastname1334,June,8,2001,BS Management Engineering,0927 265 9044
name1335,lastname1335,January,18,1998,BS Management,0917 902 6535
name1336,lastname1336,May,26,1998,BS IT Entrepreneurship,0917 797 1486
name1337,lastname1337,October,13,1997,BS Management Engineering,0917 970 7329
name1338,lastname1338,August,3,1998,BS IT Entrepreneurship,0917 623 4125
name1339,lastname1339,August,17,1999,BS Management Engineering,0917 135 6232
name1340,lastname1340,April,23,1997,BS Management,0927 921 9683
name1341,lastname1341,January,12,2001,BS Communications Technology Management,0927 966 9768
name1342,lastname1342,November,17,1999,BS Legal Management,0927 205 5885
name1343,lastname1343,July,3,1999,BS Management Engineering,0927 988 3023
name1344,lastname1344,March,16,1999,BS Management Engineering,0917 544 1029
name1345,lastname1345,August,17,2000,BS IT Entrepreneurship,0918 218 9144
name1346,lastname1346,February,15,1998,BS Legal Management,0918 145 8632
name1347,lastname1347,June,16,1998,BS Management,0917 117 7848
name1348,lastname1348,April,6,1998,BS IT Entrepreneurship,0918 784 8807
name1349,lastname1349,April,22,1998,BS Communications Technology Management,0917 364 5402
name1350,lastname1350,June,5,1997,BS Legal Management,0918 740 3665
name1351,lastname1351,April,25,1998,BS IT Entrepreneurship,0918 820 2605
name1352,lastname1352,February,11,1999,BS Communications Technology Management,0917 329 8953
name1353,lastname1353,October,25,1999,BS Legal Management,0918 849 2409
name1354,lastname1354,July,14,1999,BS Communications Technology Management,0918 553 5360
name1355,lastname1355,March,8,1999,BS Legal Management,0918 980 6630
name1356,lastname1356,April,10,1997,BS Management,0917 310 9865
name1357,lastname1357,September,16,1997,BS IT Entrepreneurship,0927 553 2921
name1358,lastname1358,May,23,1999,BS Communications Technology Management,0918 920 5305
